"tgl_transaksi","bulan","kode_cabang","nama_cabang","kode_produk","nama_produk","nama_kategori","jumlah_pembelian","nama_kota","kode_propinsi","nama_propinsi","harga_berlaku_cabang","modal_cabang","biaya_cabang"
"04/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000038,suplemen daya tahan tubuh,Obat & Alat Medis,14,Jakarta Pusat,P32,DKI Jakarta,5990,5680,90
"04/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000034,tissue alkohol 1 pak,Obat & Alat Medis,4,Jakarta Pusat,P32,DKI Jakarta,19720,18670,170
"04/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000024,bumbu fried chicken,Makanan & Minuman,13,Jakarta Pusat,P32,DKI Jakarta,14940,14190,340
"04/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000031,termometer mini 1 buah,Obat & Alat Medis,20,Jakarta Pusat,P32,DKI Jakarta,18030,16960,60
"04/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000036,nebulizer mini 1 buah,Obat & Alat Medis,5,Makassar,P26,Sulawesi Selatan,30060,28850,570
"04/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000022,kacang mete 1 kg,Makanan & Minuman,7,Makassar,P26,Sulawesi Selatan,70280,67180,980
"04/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000022,kacang mete 1 kg,Makanan & Minuman,1,Makassar,P26,Sulawesi Selatan,70280,67180,980
"05/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000010,salak 1 kg,Buah & Sayur,9,Makassar,P26,Sulawesi Selatan,1100,1040,30
"05/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000014,telur ayam ras 1 kg,Makanan & Minuman,19,Makassar,P26,Sulawesi Selatan,11520,11060,60
"05/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000025,susu kotak 1 l,Makanan & Minuman,18,Makassar,P26,Sulawesi Selatan,10160,9690,0
"05/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000006,kentang 1 kg,Buah & Sayur,6,Jakarta Pusat,P32,DKI Jakarta,8110,7770,10
"05/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000010,salak 1 kg,Buah & Sayur,15,Jakarta Pusat,P32,DKI Jakarta,1100,1040,30
"05/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,18,Jakarta Pusat,P32,DKI Jakarta,4010,3810,80
"05/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000010,salak 1 kg,Buah & Sayur,2,Jakarta Pusat,P32,DKI Jakarta,1100,1040,30
"05/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000032,tissue wajah 1 pak,Obat & Alat Medis,7,Surabaya,P10,Jawa Timur,5040,4790,60
"05/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000025,susu kotak 1 l,Makanan & Minuman,18,Surabaya,P10,Jawa Timur,10160,9690,0
"05/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000012,wortel 1 kg,Buah & Sayur,18,Surabaya,P10,Jawa Timur,3440,3250,30
"06/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000008,pisang 1 sisir,Buah & Sayur,14,Surabaya,P10,Jawa Timur,1060,1000,0
"06/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000010,salak 1 kg,Buah & Sayur,1,Surabaya,P10,Jawa Timur,1100,1040,30
"06/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000038,suplemen daya tahan tubuh,Obat & Alat Medis,3,Surabaya,P10,Jawa Timur,5990,5680,90
"06/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000017,air mineral 600 ml,Makanan & Minuman,9,Jakarta Pusat,P32,DKI Jakarta,1200,1150,20
"06/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000041,oksigen medis,Obat & Alat Medis,11,Jakarta Pusat,P32,DKI Jakarta,12870,12320,30
"06/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000036,nebulizer mini 1 buah,Obat & Alat Medis,1,Jakarta Pusat,P32,DKI Jakarta,30060,28850,570
"06/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,7,Makassar,P26,Sulawesi Selatan,4010,3810,80
"06/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000004,kacang panjang 1 kg,Buah & Sayur,3,Makassar,P26,Sulawesi Selatan,8020,7620,60
"06/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000025,susu kotak 1 l,Makanan & Minuman,18,Makassar,P26,Sulawesi Selatan,10160,9690,0
"06/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000018,jus kesehatan 600 ml,Makanan & Minuman,8,Makassar,P26,Sulawesi Selatan,8960,8510,170
"07/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000033,pulse oximeter 1 buah,Obat & Alat Medis,10,Makassar,P26,Sulawesi Selatan,15690,14900,90
"07/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000031,termometer mini 1 buah,Obat & Alat Medis,17,Makassar,P26,Sulawesi Selatan,18030,16960,60
"07/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000031,termometer mini 1 buah,Obat & Alat Medis,19,Makassar,P26,Sulawesi Selatan,18030,16960,60
"07/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000018,jus kesehatan 600 ml,Makanan & Minuman,10,Jakarta Pusat,P32,DKI Jakarta,8960,8510,170
"07/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000022,kacang mete 1 kg,Makanan & Minuman,11,Jakarta Pusat,P32,DKI Jakarta,70280,67180,980
"07/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000036,nebulizer mini 1 buah,Obat & Alat Medis,12,Jakarta Pusat,P32,DKI Jakarta,30060,28850,570
"07/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000014,telur ayam ras 1 kg,Makanan & Minuman,12,Surabaya,P10,Jawa Timur,11520,11060,60
"07/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000035,hand sanitizer,Obat & Alat Medis,5,Surabaya,P10,Jawa Timur,6050,5690,20
"07/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000014,telur ayam ras 1 kg,Makanan & Minuman,13,Surabaya,P10,Jawa Timur,11520,11060,60
"07/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000041,oksigen medis,Obat & Alat Medis,14,Surabaya,P10,Jawa Timur,12870,12320,30
"08/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000029,permen herbal 1 pak,Obat & Alat Medis,1,Surabaya,P10,Jawa Timur,6060,5760,130
"08/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000012,wortel 1 kg,Buah & Sayur,7,Surabaya,P10,Jawa Timur,3440,3250,30
"08/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000006,kentang 1 kg,Buah & Sayur,5,Surabaya,P10,Jawa Timur,8110,7770,10
"08/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000027,masker medis 1 pak,Obat & Alat Medis,16,Jakarta Pusat,P32,DKI Jakarta,12140,11500,90
"08/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000038,suplemen daya tahan tubuh,Obat & Alat Medis,1,Jakarta Pusat,P32,DKI Jakarta,5990,5680,90
"08/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000027,masker medis 1 pak,Obat & Alat Medis,15,Jakarta Pusat,P32,DKI Jakarta,12140,11500,90
"08/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,5,Makassar,P26,Sulawesi Selatan,7210,6860,10
"08/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,8,Makassar,P26,Sulawesi Selatan,4010,3810,80
"08/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000024,bumbu fried chicken,Makanan & Minuman,1,Makassar,P26,Sulawesi Selatan,14940,14190,340
"08/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000032,tissue wajah 1 pak,Obat & Alat Medis,15,Makassar,P26,Sulawesi Selatan,5040,4790,60
"09/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000022,kacang mete 1 kg,Makanan & Minuman,19,Makassar,P26,Sulawesi Selatan,70280,67180,980
"09/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000028,paracetamol 1 pak,Obat & Alat Medis,18,Makassar,P26,Sulawesi Selatan,54670,52460,1340
"09/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000034,tissue alkohol 1 pak,Obat & Alat Medis,15,Makassar,P26,Sulawesi Selatan,19720,18670,170
"09/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000026,minuman probiotik,Makanan & Minuman,2,Jakarta Pusat,P32,DKI Jakarta,900,860,10
"09/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000023,markisa 600 ml,Makanan & Minuman,1,Jakarta Pusat,P32,DKI Jakarta,14170,13400,340
"09/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000018,jus kesehatan 600 ml,Makanan & Minuman,4,Jakarta Pusat,P32,DKI Jakarta,8960,8510,170
"09/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000001,bawang merah 1kg,Buah & Sayur,13,Surabaya,P10,Jawa Timur,10980,10380,190
"09/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000029,permen herbal 1 pak,Obat & Alat Medis,7,Surabaya,P10,Jawa Timur,6060,5760,130
"09/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000020,snack gurih 1 ons,Makanan & Minuman,13,Surabaya,P10,Jawa Timur,5240,4990,70
"09/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000035,hand sanitizer,Obat & Alat Medis,13,Surabaya,P10,Jawa Timur,6050,5690,20
"10/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000006,kentang 1 kg,Buah & Sayur,20,Surabaya,P10,Jawa Timur,8110,7770,10
"10/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000013,susu kotak (800 ml),Makanan & Minuman,6,Surabaya,P10,Jawa Timur,12280,11620,120
"10/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000001,bawang merah 1kg,Buah & Sayur,10,Surabaya,P10,Jawa Timur,10980,10380,190
"10/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000024,bumbu fried chicken,Makanan & Minuman,13,Jakarta Pusat,P32,DKI Jakarta,14940,14190,340
"10/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000028,paracetamol 1 pak,Obat & Alat Medis,10,Jakarta Pusat,P32,DKI Jakarta,54670,52460,1340
"10/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000029,permen herbal 1 pak,Obat & Alat Medis,16,Jakarta Pusat,P32,DKI Jakarta,6060,5760,130
"10/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000018,jus kesehatan 600 ml,Makanan & Minuman,16,Makassar,P26,Sulawesi Selatan,8960,8510,170
"10/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000036,nebulizer mini 1 buah,Obat & Alat Medis,7,Makassar,P26,Sulawesi Selatan,30060,28850,570
"10/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000026,minuman probiotik,Makanan & Minuman,7,Makassar,P26,Sulawesi Selatan,900,860,10
"10/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000041,oksigen medis,Obat & Alat Medis,13,Makassar,P26,Sulawesi Selatan,12870,12320,30
"11/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000002,bawang putih 1 kg,Buah & Sayur,10,Makassar,P26,Sulawesi Selatan,4220,4040,10
"11/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000018,jus kesehatan 600 ml,Makanan & Minuman,2,Makassar,P26,Sulawesi Selatan,8960,8510,170
"11/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000014,telur ayam ras 1 kg,Makanan & Minuman,10,Makassar,P26,Sulawesi Selatan,11520,11060,60
"11/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000038,suplemen daya tahan tubuh,Obat & Alat Medis,3,Jakarta Pusat,P32,DKI Jakarta,5990,5680,90
"11/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000036,nebulizer mini 1 buah,Obat & Alat Medis,8,Jakarta Pusat,P32,DKI Jakarta,30060,28850,570
"11/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000034,tissue alkohol 1 pak,Obat & Alat Medis,8,Jakarta Pusat,P32,DKI Jakarta,19720,18670,170
"11/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000041,oksigen medis,Obat & Alat Medis,10,Surabaya,P10,Jawa Timur,12870,12320,30
"11/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000015,telur ayam kampung 1 kg,Makanan & Minuman,19,Surabaya,P10,Jawa Timur,18880,17940,10
"11/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000015,telur ayam kampung 1 kg,Makanan & Minuman,4,Surabaya,P10,Jawa Timur,18880,17940,10
"11/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,2,Surabaya,P10,Jawa Timur,4010,3810,80
"12/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000038,suplemen daya tahan tubuh,Obat & Alat Medis,8,Surabaya,P10,Jawa Timur,5990,5680,90
"12/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000008,pisang 1 sisir,Buah & Sayur,1,Surabaya,P10,Jawa Timur,1060,1000,0
"12/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000019,nasi goreng instant (1 ons),Makanan & Minuman,7,Surabaya,P10,Jawa Timur,6060,5760,100
"12/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000026,minuman probiotik,Makanan & Minuman,4,Jakarta Pusat,P32,DKI Jakarta,900,860,10
"12/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000023,markisa 600 ml,Makanan & Minuman,10,Jakarta Pusat,P32,DKI Jakarta,14170,13400,340
"12/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,12,Jakarta Pusat,P32,DKI Jakarta,4010,3810,80
"12/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000034,tissue alkohol 1 pak,Obat & Alat Medis,13,Makassar,P26,Sulawesi Selatan,19720,18670,170
"12/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000020,snack gurih 1 ons,Makanan & Minuman,13,Makassar,P26,Sulawesi Selatan,5240,4990,70
"12/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000011,semangka 1 buah,Buah & Sayur,12,Makassar,P26,Sulawesi Selatan,1210,1150,30
"12/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000036,nebulizer mini 1 buah,Obat & Alat Medis,20,Makassar,P26,Sulawesi Selatan,30060,28850,570
"13/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000018,jus kesehatan 600 ml,Makanan & Minuman,17,Makassar,P26,Sulawesi Selatan,8960,8510,170
"13/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000025,susu kotak 1 l,Makanan & Minuman,6,Makassar,P26,Sulawesi Selatan,10160,9690,0
"13/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,19,Makassar,P26,Sulawesi Selatan,7210,6860,10
"13/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000028,paracetamol 1 pak,Obat & Alat Medis,5,Jakarta Pusat,P32,DKI Jakarta,54670,52460,1340
"13/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000022,kacang mete 1 kg,Makanan & Minuman,3,Jakarta Pusat,P32,DKI Jakarta,70280,67180,980
"13/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000032,tissue wajah 1 pak,Obat & Alat Medis,20,Jakarta Pusat,P32,DKI Jakarta,5040,4790,60
"13/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,16,Surabaya,P10,Jawa Timur,4010,3810,80
"13/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000036,nebulizer mini 1 buah,Obat & Alat Medis,17,Surabaya,P10,Jawa Timur,30060,28850,570
"13/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000031,termometer mini 1 buah,Obat & Alat Medis,2,Surabaya,P10,Jawa Timur,18030,16960,60
"14/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000041,oksigen medis,Obat & Alat Medis,17,Surabaya,P10,Jawa Timur,12870,12320,30
"14/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,1,Surabaya,P10,Jawa Timur,4010,3810,80
"14/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000013,susu kotak (800 ml),Makanan & Minuman,3,Surabaya,P10,Jawa Timur,12280,11620,120
"14/01/2020 0:00",1,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,14,Surabaya,P10,Jawa Timur,7210,6860,10
"14/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,2,Makassar,P26,Sulawesi Selatan,4010,3810,80
"14/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000023,markisa 600 ml,Makanan & Minuman,4,Makassar,P26,Sulawesi Selatan,14170,13400,340
"14/01/2020 0:00",1,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000032,tissue wajah 1 pak,Obat & Alat Medis,7,Makassar,P26,Sulawesi Selatan,5040,4790,60
"14/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000011,semangka 1 buah,Buah & Sayur,18,Jakarta Pusat,P32,DKI Jakarta,1210,1150,30
"14/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000020,snack gurih 1 ons,Makanan & Minuman,15,Jakarta Pusat,P32,DKI Jakarta,5240,4990,70
"14/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000034,tissue alkohol 1 pak,Obat & Alat Medis,16,Jakarta Pusat,P32,DKI Jakarta,19720,18670,170
"15/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000019,nasi goreng instant (1 ons),Makanan & Minuman,18,Jakarta Pusat,P32,DKI Jakarta,6060,5760,100
"15/01/2020 0:00",1,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000037,alkohol,Obat & Alat Medis,4,Jakarta Pusat,P32,DKI Jakarta,4990,4740,20
